ANO;MES;SENADOR;TIPO_DESPESA;CNPJ_CPF;FORNECEDOR;DOCUMENTO;DATA;DETALHAMENTO;VALOR_DESPESA;COD_DOCUMENTO
2022;2;FL?VIO ARNS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;2;FL?VIO ARNS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;2;FL?VIO ARNS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;2;FL?VIO ARNS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;2;FL?VIO ARNS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;2;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;2;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;2;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;2;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;2;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;2;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;2;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;2;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;2;FL?VIO ARNS;Passagens aéreas;null;null;null;null;null;null;null
2022;2;FL?VIO ARNS;Passagens aéreas;null;null;null;null;null;null;null
2022;2;FL?VIO ARNS;Passagens aéreas;null;null;null;null;null;null;null
2022;2;FL?VIO ARNS;Passagens aéreas;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Passagens aéreas;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Passagens aéreas;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Passagens aéreas;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Passagens aéreas;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Passagens aéreas;null;null;null;null;null;null;null
2022;3;FL?VIO ARNS;Passagens aéreas;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Passagens aéreas;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Passagens aéreas;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Passagens aéreas;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Passagens aéreas;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Passagens aéreas;null;null;null;null;null;null;null
2022;4;FL?VIO ARNS;Passagens aéreas;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Passagens aéreas;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Passagens aéreas;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Passagens aéreas;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Passagens aéreas;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Passagens aéreas;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Passagens aéreas;null;null;null;null;null;null;null
2022;5;FL?VIO ARNS;Passagens aéreas;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Passagens aéreas;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Passagens aéreas;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Passagens aéreas;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Passagens aéreas;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Passagens aéreas;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Passagens aéreas;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Passagens aéreas;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Passagens aéreas;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Passagens aéreas;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Passagens aéreas;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Passagens aéreas;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Passagens aéreas;null;null;null;null;null;null;null
2022;6;FL?VIO ARNS;Passagens aéreas;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
2022;7;FL?VIO ARNS;Locomoção;null;null;null;null;null;null;null
